,장소코드,장소명,시간대,혼잡수준,최소인원,최대인원
413,POI035,성신여대입구역,2024-04-16 00:00,여유,3500,4000
414,POI035,성신여대입구역,2024-04-16 01:00,여유,2500,3000
415,POI035,성신여대입구역,2024-04-16 02:00,여유,2000,2500
416,POI035,성신여대입구역,2024-04-16 03:00,여유,2000,2500
417,POI035,성신여대입구역,2024-04-16 04:00,여유,1500,2000
418,POI035,성신여대입구역,2024-04-16 05:00,여유,1500,2000
419,POI035,성신여대입구역,2024-04-16 06:00,여유,2000,2500
420,POI036,수유역,2024-04-15 19:00,약간 붐빔,12000,14000
421,POI036,수유역,2024-04-15 20:00,약간 붐빔,12000,14000
422,POI036,수유역,2024-04-15 21:00,약간 붐빔,12000,14000
423,POI036,수유역,2024-04-15 22:00,약간 붐빔,10000,12000
424,POI036,수유역,2024-04-15 23:00,보통,10000,12000
425,POI036,수유역,2024-04-16 00:00,여유,9500,10000
426,POI036,수유역,2024-04-16 01:00,여유,8500,9000
427,POI036,수유역,2024-04-16 02:00,여유,8000,8500
428,POI036,수유역,2024-04-16 03:00,여유,7500,8000
429,POI036,수유역,2024-04-16 04:00,여유,7000,7500
430,POI036,수유역,2024-04-16 05:00,여유,7000,7500
431,POI036,수유역,2024-04-16 06:00,여유,7000,7500
432,POI037,신논현역·논현역,2024-04-15 19:00,붐빔,12000,14000
433,POI037,신논현역·논현역,2024-04-15 20:00,약간 붐빔,12000,14000
434,POI037,신논현역·논현역,2024-04-15 21:00,보통,10000,12000
435,POI037,신논현역·논현역,2024-04-15 22:00,보통,8500,9000
436,POI037,신논현역·논현역,2024-04-15 23:00,여유,7000,7500
437,POI037,신논현역·논현역,2024-04-16 00:00,여유,5500,6000
438,POI037,신논현역·논현역,2024-04-16 01:00,여유,4500,5000
439,POI037,신논현역·논현역,2024-04-16 02:00,여유,3500,4000
440,POI037,신논현역·논현역,2024-04-16 03:00,여유,3500,4000
441,POI037,신논현역·논현역,2024-04-16 04:00,여유,3000,3500
442,POI037,신논현역·논현역,2024-04-16 05:00,여유,2500,3000
443,POI037,신논현역·논현역,2024-04-16 06:00,여유,3000,3500
444,POI038,신도림역,2024-04-15 19:00,보통,9000,9500
445,POI038,신도림역,2024-04-15 20:00,여유,6500,7000
446,POI038,신도림역,2024-04-15 21:00,여유,5500,6000
447,POI038,신도림역,2024-04-15 22:00,여유,4500,5000
448,POI038,신도림역,2024-04-15 23:00,여유,4000,4500
449,POI038,신도림역,2024-04-16 00:00,여유,3500,4000
450,POI038,신도림역,2024-04-16 01:00,여유,3500,4000
451,POI038,신도림역,2024-04-16 02:00,여유,3500,4000
452,POI038,신도림역,2024-04-16 03:00,여유,3500,4000
453,POI038,신도림역,2024-04-16 04:00,여유,3500,4000
454,POI038,신도림역,2024-04-16 05:00,여유,4000,4500
455,POI038,신도림역,2024-04-16 06:00,여유,5000,5500
456,POI039,신림역,2024-04-15 19:00,약간 붐빔,12000,14000
457,POI039,신림역,2024-04-15 20:00,붐빔,14000,16000
458,POI039,신림역,2024-04-15 21:00,붐빔,14000,16000
459,POI039,신림역,2024-04-15 22:00,약간 붐빔,12000,14000
460,POI039,신림역,2024-04-15 23:00,보통,10000,12000
461,POI039,신림역,2024-04-16 00:00,보통,10000,12000
462,POI039,신림역,2024-04-16 01:00,여유,9000,9500
463,POI039,신림역,2024-04-16 02:00,여유,8000,8500
464,POI039,신림역,2024-04-16 03:00,여유,7500,8000
465,POI039,신림역,2024-04-16 04:00,여유,7000,7500
466,POI039,신림역,2024-04-16 05:00,여유,6500,7000
467,POI039,신림역,2024-04-16 06:00,여유,6500,7000
468,POI040,신촌·이대역,2024-04-15 19:00,약간 붐빔,28000,30000
469,POI040,신촌·이대역,2024-04-15 20:00,약간 붐빔,28000,30000
470,POI040,신촌·이대역,2024-04-15 21:00,약간 붐빔,26000,28000
471,POI040,신촌·이대역,2024-04-15 22:00,보통,22000,24000
472,POI040,신촌·이대역,2024-04-15 23:00,여유,18000,20000
473,POI040,신촌·이대역,2024-04-16 00:00,여유,16000,18000
474,POI040,신촌·이대역,2024-04-16 01:00,여유,12000,14000
475,POI040,신촌·이대역,2024-04-16 02:00,여유,12000,14000
476,POI040,신촌·이대역,2024-04-16 03:00,여유,10000,12000
477,POI040,신촌·이대역,2024-04-16 04:00,여유,10000,12000
478,POI040,신촌·이대역,2024-04-16 05:00,여유,9500,10000
479,POI040,신촌·이대역,2024-04-16 06:00,여유,10000,12000
480,POI041,양재역,2024-04-15 19:00,붐빔,14000,16000
481,POI041,양재역,2024-04-15 20:00,약간 붐빔,12000,14000
482,POI041,양재역,2024-04-15 21:00,보통,9500,10000
483,POI041,양재역,2024-04-15 22:00,여유,8000,8500
484,POI041,양재역,2024-04-15 23:00,여유,6500,7000
485,POI041,양재역,2024-04-16 00:00,여유,5000,5500
486,POI041,양재역,2024-04-16 01:00,여유,4000,4500
487,POI041,양재역,2024-04-16 02:00,여유,3500,4000
488,POI041,양재역,2024-04-16 03:00,여유,3000,3500
489,POI041,양재역,2024-04-16 04:00,여유,3000,3500
490,POI041,양재역,2024-04-16 05:00,여유,3000,3500
491,POI041,양재역,2024-04-16 06:00,여유,3500,4000
492,POI042,역삼역,2024-04-15 19:00,붐빔,32000,34000
493,POI042,역삼역,2024-04-15 20:00,보통,24000,26000
494,POI042,역삼역,2024-04-15 21:00,보통,18000,20000
495,POI042,역삼역,2024-04-15 22:00,여유,16000,18000
496,POI042,역삼역,2024-04-15 23:00,여유,12000,14000
497,POI042,역삼역,2024-04-16 00:00,여유,10000,12000
498,POI042,역삼역,2024-04-16 01:00,여유,9500,10000
499,POI042,역삼역,2024-04-16 02:00,여유,8000,8500
500,POI042,역삼역,2024-04-16 03:00,여유,7500,8000
501,POI042,역삼역,2024-04-16 04:00,여유,7000,7500
502,POI042,역삼역,2024-04-16 05:00,여유,7000,7500
503,POI042,역삼역,2024-04-16 06:00,여유,6000,6500
504,POI043,연신내역,2024-04-15 19:00,약간 붐빔,8500,9000
505,POI043,연신내역,2024-04-15 20:00,약간 붐빔,8500,9000
506,POI043,연신내역,2024-04-15 21:00,보통,7000,7500
507,POI043,연신내역,2024-04-15 22:00,보통,6500,7000
508,POI043,연신내역,2024-04-15 23:00,여유,5500,6000
509,POI043,연신내역,2024-04-16 00:00,여유,4500,5000
510,POI043,연신내역,2024-04-16 01:00,여유,4000,4500
511,POI043,연신내역,2024-04-16 02:00,여유,3500,4000
512,POI043,연신내역,2024-04-16 03:00,여유,3000,3500
513,POI043,연신내역,2024-04-16 04:00,여유,3000,3500
514,POI043,연신내역,2024-04-16 05:00,여유,3000,3500
515,POI043,연신내역,2024-04-16 06:00,여유,3500,4000
516,POI044,오목교역·목동운동장,2024-04-15 19:00,붐빔,52000,54000
517,POI044,오목교역·목동운동장,2024-04-15 20:00,보통,46000,48000
518,POI044,오목교역·목동운동장,2024-04-15 21:00,보통,44000,46000
519,POI044,오목교역·목동운동장,2024-04-15 22:00,보통,42000,44000
520,POI044,오목교역·목동운동장,2024-04-15 23:00,여유,40000,42000
521,POI044,오목교역·목동운동장,2024-04-16 00:00,여유,38000,40000
522,POI044,오목교역·목동운동장,2024-04-16 01:00,여유,36000,38000
523,POI044,오목교역·목동운동장,2024-04-16 02:00,여유,34000,36000
524,POI044,오목교역·목동운동장,2024-04-16 03:00,여유,34000,36000
525,POI044,오목교역·목동운동장,2024-04-16 04:00,여유,34000,36000
526,POI044,오목교역·목동운동장,2024-04-16 05:00,여유,34000,36000
527,POI044,오목교역·목동운동장,2024-04-16 06:00,여유,34000,36000
528,POI045,왕십리역,2024-04-15 19:00,보통,18000,20000
529,POI045,왕십리역,2024-04-15 20:00,보통,20000,22000
530,POI045,왕십리역,2024-04-15 21:00,보통,18000,20000
531,POI045,왕십리역,2024-04-15 22:00,보통,18000,20000
532,POI045,왕십리역,2024-04-15 23:00,여유,16000,18000
533,POI045,왕십리역,2024-04-16 00:00,여유,14000,16000
534,POI045,왕십리역,2024-04-16 01:00,여유,14000,16000
535,POI045,왕십리역,2024-04-16 02:00,여유,12000,14000
536,POI045,왕십리역,2024-04-16 03:00,여유,12000,14000
537,POI045,왕십리역,2024-04-16 04:00,여유,12000,14000
538,POI045,왕십리역,2024-04-16 05:00,여유,12000,14000
539,POI045,왕십리역,2024-04-16 06:00,여유,14000,16000
540,POI046,용산역,2024-04-15 19:00,약간 붐빔,16000,18000
541,POI046,용산역,2024-04-15 20:00,보통,14000,16000
542,POI046,용산역,2024-04-15 21:00,보통,10000,12000
543,POI046,용산역,2024-04-15 22:00,여유,8000,8500
544,POI046,용산역,2024-04-15 23:00,여유,6000,6500
545,POI046,용산역,2024-04-16 00:00,여유,4500,5000
546,POI046,용산역,2024-04-16 01:00,여유,3500,4000
547,POI046,용산역,2024-04-16 02:00,여유,3500,4000
548,POI046,용산역,2024-04-16 03:00,여유,3000,3500
549,POI046,용산역,2024-04-16 04:00,여유,3000,3500
550,POI046,용산역,2024-04-16 05:00,여유,3500,4000
551,POI046,용산역,2024-04-16 06:00,여유,4000,4500
552,POI047,이태원역,2024-04-15 19:00,보통,3000,3500
553,POI047,이태원역,2024-04-15 20:00,보통,3500,4000
554,POI047,이태원역,2024-04-15 21:00,보통,3000,3500
555,POI047,이태원역,2024-04-15 22:00,보통,3000,3500
556,POI047,이태원역,2024-04-15 23:00,여유,2500,3000
557,POI047,이태원역,2024-04-16 00:00,여유,2000,2500
558,POI047,이태원역,2024-04-16 01:00,여유,2000,2500
559,POI047,이태원역,2024-04-16 02:00,여유,1500,2000
560,POI047,이태원역,2024-04-16 03:00,여유,1000,1500
561,POI047,이태원역,2024-04-16 04:00,여유,1000,1500
562,POI047,이태원역,2024-04-16 05:00,여유,1000,1500
563,POI047,이태원역,2024-04-16 06:00,여유,1000,1500
564,POI048,장지역,2024-04-15 19:00,보통,16000,18000
565,POI048,장지역,2024-04-15 20:00,보통,14000,16000
566,POI048,장지역,2024-04-15 21:00,여유,14000,16000
567,POI048,장지역,2024-04-15 22:00,여유,12000,14000
568,POI048,장지역,2024-04-15 23:00,여유,12000,14000
569,POI048,장지역,2024-04-16 00:00,여유,12000,14000
570,POI048,장지역,2024-04-16 01:00,여유,10000,12000
571,POI048,장지역,2024-04-16 02:00,여유,10000,12000
572,POI048,장지역,2024-04-16 03:00,여유,10000,12000
573,POI048,장지역,2024-04-16 04:00,여유,10000,12000
574,POI048,장지역,2024-04-16 05:00,여유,10000,12000
575,POI048,장지역,2024-04-16 06:00,여유,10000,12000
576,POI049,장한평역,2024-04-15 19:00,여유,10000,12000
577,POI049,장한평역,2024-04-15 20:00,여유,10000,12000
578,POI049,장한평역,2024-04-15 21:00,여유,9500,10000
579,POI049,장한평역,2024-04-15 22:00,여유,9000,9500
580,POI049,장한평역,2024-04-15 23:00,여유,8500,9000
581,POI049,장한평역,2024-04-16 00:00,여유,8500,9000
582,POI049,장한평역,2024-04-16 01:00,여유,8500,9000
583,POI049,장한평역,2024-04-16 02:00,여유,8500,9000
584,POI049,장한평역,2024-04-16 03:00,여유,8000,8500
585,POI049,장한평역,2024-04-16 04:00,여유,8000,8500
586,POI049,장한평역,2024-04-16 05:00,여유,8000,8500
587,POI049,장한평역,2024-04-16 06:00,여유,8000,8500
588,POI050,천호역,2024-04-15 19:00,붐빔,9000,9500
589,POI050,천호역,2024-04-15 20:00,약간 붐빔,8500,9000
590,POI050,천호역,2024-04-15 21:00,보통,6500,7000
591,POI050,천호역,2024-04-15 22:00,보통,5500,6000
592,POI050,천호역,2024-04-15 23:00,여유,4500,5000
593,POI050,천호역,2024-04-16 00:00,여유,3500,4000
594,POI050,천호역,2024-04-16 01:00,여유,2500,3000
595,POI050,천호역,2024-04-16 02:00,여유,2500,3000
596,POI050,천호역,2024-04-16 03:00,여유,2000,2500
597,POI050,천호역,2024-04-16 04:00,여유,2000,2500
598,POI050,천호역,2024-04-16 05:00,여유,2000,2500
599,POI050,천호역,2024-04-16 06:00,여유,2500,3000
600,POI051,총신대입구(이수)역,2024-04-15 19:00,붐빔,24000,26000
601,POI051,총신대입구(이수)역,2024-04-15 20:00,약간 붐빔,22000,24000
602,POI051,총신대입구(이수)역,2024-04-15 21:00,약간 붐빔,22000,24000
603,POI051,총신대입구(이수)역,2024-04-15 22:00,보통,20000,22000
604,POI051,총신대입구(이수)역,2024-04-15 23:00,여유,20000,22000
605,POI051,총신대입구(이수)역,2024-04-16 00:00,여유,18000,20000
606,POI051,총신대입구(이수)역,2024-04-16 01:00,여유,16000,18000
607,POI051,총신대입구(이수)역,2024-04-16 02:00,여유,16000,18000
608,POI051,총신대입구(이수)역,2024-04-16 03:00,여유,16000,18000
609,POI051,총신대입구(이수)역,2024-04-16 04:00,여유,16000,18000
610,POI051,총신대입구(이수)역,2024-04-16 05:00,여유,16000,18000
611,POI051,총신대입구(이수)역,2024-04-16 06:00,여유,16000,18000
612,POI052,충정로역,2024-04-15 19:00,보통,10000,12000
613,POI052,충정로역,2024-04-15 20:00,보통,9500,10000
614,POI052,충정로역,2024-04-15 21:00,여유,7500,8000
615,POI052,충정로역,2024-04-15 22:00,여유,6000,6500
616,POI052,충정로역,2024-04-15 23:00,여유,4500,5000
617,POI052,충정로역,2024-04-16 00:00,여유,4000,4500
618,POI052,충정로역,2024-04-16 01:00,여유,3000,3500
619,POI052,충정로역,2024-04-16 02:00,여유,3000,3500
620,POI052,충정로역,2024-04-16 03:00,여유,2500,3000
621,POI052,충정로역,2024-04-16 04:00,여유,3000,3500
622,POI052,충정로역,2024-04-16 05:00,여유,3000,3500
623,POI052,충정로역,2024-04-16 06:00,여유,3500,4000
624,POI053,합정역,2024-04-15 19:00,여유,14000,16000
625,POI053,합정역,2024-04-15 20:00,여유,14000,16000
626,POI053,합정역,2024-04-15 21:00,여유,14000,16000
627,POI053,합정역,2024-04-15 22:00,여유,14000,16000
628,POI053,합정역,2024-04-15 23:00,여유,12000,14000
629,POI053,합정역,2024-04-16 00:00,여유,12000,14000
630,POI053,합정역,2024-04-16 01:00,여유,12000,14000
631,POI053,합정역,2024-04-16 02:00,여유,12000,14000
632,POI053,합정역,2024-04-16 03:00,여유,12000,14000
633,POI053,합정역,2024-04-16 04:00,여유,12000,14000
634,POI053,합정역,2024-04-16 05:00,여유,12000,14000
635,POI053,합정역,2024-04-16 06:00,여유,12000,14000
636,POI054,혜화역,2024-04-15 19:00,보통,12000,14000
637,POI054,혜화역,2024-04-15 20:00,보통,12000,14000
638,POI054,혜화역,2024-04-15 21:00,보통,10000,12000
639,POI054,혜화역,2024-04-15 22:00,보통,9500,10000
640,POI054,혜화역,2024-04-15 23:00,여유,7000,7500
641,POI054,혜화역,2024-04-16 00:00,여유,5000,5500
642,POI054,혜화역,2024-04-16 01:00,여유,4000,4500
643,POI054,혜화역,2024-04-16 02:00,여유,3500,4000
644,POI054,혜화역,2024-04-16 03:00,여유,3000,3500
645,POI054,혜화역,2024-04-16 04:00,여유,3000,3500
646,POI054,혜화역,2024-04-16 05:00,여유,2500,3000
647,POI054,혜화역,2024-04-16 06:00,여유,3000,3500
648,POI055,홍대입구역(2호선),2024-04-15 19:00,약간 붐빔,18000,20000
649,POI055,홍대입구역(2호선),2024-04-15 20:00,약간 붐빔,18000,20000
650,POI055,홍대입구역(2호선),2024-04-15 21:00,보통,16000,18000
651,POI055,홍대입구역(2호선),2024-04-15 22:00,보통,12000,14000
652,POI055,홍대입구역(2호선),2024-04-15 23:00,여유,10000,12000
653,POI055,홍대입구역(2호선),2024-04-16 00:00,여유,7500,8000
654,POI055,홍대입구역(2호선),2024-04-16 01:00,여유,5500,6000
655,POI055,홍대입구역(2호선),2024-04-16 02:00,여유,4500,5000
656,POI055,홍대입구역(2호선),2024-04-16 03:00,여유,4000,4500
657,POI055,홍대입구역(2호선),2024-04-16 04:00,여유,4000,4500
658,POI055,홍대입구역(2호선),2024-04-16 05:00,여유,4000,4500
659,POI055,홍대입구역(2호선),2024-04-16 06:00,여유,4000,4500
660,POI056,회기역,2024-04-15 19:00,약간 붐빔,12000,14000
661,POI056,회기역,2024-04-15 20:00,약간 붐빔,12000,14000
662,POI056,회기역,2024-04-15 21:00,보통,10000,12000
663,POI056,회기역,2024-04-15 22:00,보통,10000,12000
664,POI056,회기역,2024-04-15 23:00,보통,9500,10000
665,POI056,회기역,2024-04-16 00:00,여유,8500,9000
666,POI056,회기역,2024-04-16 01:00,여유,8000,8500
667,POI056,회기역,2024-04-16 02:00,여유,7000,7500
668,POI056,회기역,2024-04-16 03:00,여유,6500,7000
669,POI056,회기역,2024-04-16 04:00,여유,6500,7000
670,POI056,회기역,2024-04-16 05:00,여유,6000,6500
671,POI056,회기역,2024-04-16 06:00,여유,6500,7000
672,POI057,4·19 카페거리,2024-04-15 19:00,보통,900,1000
673,POI057,4·19 카페거리,2024-04-15 20:00,보통,1000,1500
674,POI057,4·19 카페거리,2024-04-15 21:00,보통,1000,1500
675,POI057,4·19 카페거리,2024-04-15 22:00,보통,1000,1500
676,POI057,4·19 카페거리,2024-04-15 23:00,보통,900,1000
677,POI057,4·19 카페거리,2024-04-16 00:00,보통,900,1000
678,POI057,4·19 카페거리,2024-04-16 01:00,여유,900,1000
679,POI057,4·19 카페거리,2024-04-16 02:00,여유,900,1000
680,POI057,4·19 카페거리,2024-04-16 03:00,여유,900,1000
681,POI057,4·19 카페거리,2024-04-16 04:00,여유,900,1000
682,POI057,4·19 카페거리,2024-04-16 05:00,여유,900,1000
683,POI057,4·19 카페거리,2024-04-16 06:00,보통,900,1000
684,POI058,가락시장,2024-04-15 19:00,붐빔,7500,8000
685,POI058,가락시장,2024-04-15 20:00,붐빔,7000,7500
686,POI058,가락시장,2024-04-15 21:00,붐빔,7000,7500
687,POI058,가락시장,2024-04-15 22:00,붐빔,7000,7500
688,POI058,가락시장,2024-04-15 23:00,붐빔,7000,7500
689,POI058,가락시장,2024-04-16 00:00,붐빔,7000,7500
690,POI058,가락시장,2024-04-16 01:00,붐빔,7000,7500
691,POI058,가락시장,2024-04-16 02:00,붐빔,7000,7500
692,POI058,가락시장,2024-04-16 03:00,붐빔,7000,7500
693,POI058,가락시장,2024-04-16 04:00,붐빔,7000,7500
694,POI058,가락시장,2024-04-16 05:00,붐빔,7000,7500
695,POI058,가락시장,2024-04-16 06:00,붐빔,7500,8000
696,POI059,가로수길,2024-04-15 19:00,약간 붐빔,26000,28000
697,POI059,가로수길,2024-04-15 20:00,약간 붐빔,24000,26000
698,POI059,가로수길,2024-04-15 21:00,보통,20000,22000
699,POI059,가로수길,2024-04-15 22:00,여유,16000,18000
700,POI059,가로수길,2024-04-15 23:00,여유,12000,14000
701,POI059,가로수길,2024-04-16 00:00,여유,10000,12000
702,POI059,가로수길,2024-04-16 01:00,여유,8500,9000
703,POI059,가로수길,2024-04-16 02:00,여유,7500,8000
704,POI059,가로수길,2024-04-16 03:00,여유,7000,7500
705,POI059,가로수길,2024-04-16 04:00,여유,6500,7000
706,POI059,가로수길,2024-04-16 05:00,여유,6000,6500
707,POI059,가로수길,2024-04-16 06:00,여유,6500,7000
708,POI060,광장(전통)시장,2024-04-15 19:00,약간 붐빔,4000,4500
709,POI060,광장(전통)시장,2024-04-15 20:00,보통,3500,4000
710,POI060,광장(전통)시장,2024-04-15 21:00,보통,3000,3500
711,POI060,광장(전통)시장,2024-04-15 22:00,여유,2500,3000
712,POI060,광장(전통)시장,2024-04-15 23:00,여유,2000,2500
713,POI060,광장(전통)시장,2024-04-16 00:00,여유,2000,2500
714,POI060,광장(전통)시장,2024-04-16 01:00,여유,1500,2000
715,POI060,광장(전통)시장,2024-04-16 02:00,여유,1500,2000
716,POI060,광장(전통)시장,2024-04-16 03:00,여유,1000,1500
717,POI060,광장(전통)시장,2024-04-16 04:00,여유,1000,1500
718,POI060,광장(전통)시장,2024-04-16 05:00,여유,1000,1500
719,POI060,광장(전통)시장,2024-04-16 06:00,여유,1000,1500
720,POI061,김포공항,2024-04-15 19:00,약간 붐빔,10000,12000
721,POI061,김포공항,2024-04-15 20:00,보통,8500,9000
722,POI061,김포공항,2024-04-15 21:00,보통,6500,7000
723,POI061,김포공항,2024-04-15 22:00,여유,5000,5500
724,POI061,김포공항,2024-04-15 23:00,여유,4000,4500
725,POI061,김포공항,2024-04-16 00:00,여유,3000,3500
726,POI061,김포공항,2024-04-16 01:00,여유,2000,2500
727,POI061,김포공항,2024-04-16 02:00,여유,1500,2000
728,POI061,김포공항,2024-04-16 03:00,여유,1500,2000
729,POI061,김포공항,2024-04-16 04:00,여유,1500,2000
730,POI061,김포공항,2024-04-16 05:00,여유,1500,2000
731,POI061,김포공항,2024-04-16 06:00,여유,2500,3000
732,POI062,낙산공원·이화마을,2024-04-15 19:00,약간 붐빔,100,200
733,POI062,낙산공원·이화마을,2024-04-15 20:00,약간 붐빔,200,300
734,POI062,낙산공원·이화마을,2024-04-15 21:00,붐빔,200,300
735,POI062,낙산공원·이화마을,2024-04-15 22:00,붐빔,200,300
736,POI062,낙산공원·이화마을,2024-04-15 23:00,붐빔,200,300
737,POI062,낙산공원·이화마을,2024-04-16 00:00,붐빔,200,300
738,POI062,낙산공원·이화마을,2024-04-16 01:00,붐빔,200,300
739,POI062,낙산공원·이화마을,2024-04-16 02:00,붐빔,200,300
740,POI062,낙산공원·이화마을,2024-04-16 03:00,붐빔,200,300
741,POI062,낙산공원·이화마을,2024-04-16 04:00,붐빔,200,300
742,POI062,낙산공원·이화마을,2024-04-16 05:00,붐빔,200,300
743,POI062,낙산공원·이화마을,2024-04-16 06:00,붐빔,200,300
744,POI063,노량진,2024-04-15 19:00,붐빔,18000,20000
745,POI063,노량진,2024-04-15 20:00,약간 붐빔,16000,18000
746,POI063,노량진,2024-04-15 21:00,보통,14000,16000
747,POI063,노량진,2024-04-15 22:00,보통,12000,14000
748,POI063,노량진,2024-04-15 23:00,여유,10000,12000
749,POI063,노량진,2024-04-16 00:00,여유,8000,8500
750,POI063,노량진,2024-04-16 01:00,여유,7000,7500
751,POI063,노량진,2024-04-16 02:00,여유,6500,7000
752,POI063,노량진,2024-04-16 03:00,여유,6000,6500
753,POI063,노량진,2024-04-16 04:00,여유,6000,6500
754,POI063,노량진,2024-04-16 05:00,여유,6000,6500
755,POI063,노량진,2024-04-16 06:00,여유,6500,7000
756,POI064,덕수궁길·정동길,2024-04-15 19:00,보통,3500,4000
757,POI064,덕수궁길·정동길,2024-04-15 20:00,보통,3000,3500
758,POI064,덕수궁길·정동길,2024-04-15 21:00,여유,2000,2500
759,POI064,덕수궁길·정동길,2024-04-15 22:00,여유,1500,2000
760,POI064,덕수궁길·정동길,2024-04-15 23:00,여유,1500,2000
761,POI064,덕수궁길·정동길,2024-04-16 00:00,여유,1000,1500
762,POI064,덕수궁길·정동길,2024-04-16 01:00,여유,1000,1500
763,POI064,덕수궁길·정동길,2024-04-16 02:00,여유,1000,1500
764,POI064,덕수궁길·정동길,2024-04-16 03:00,여유,900,1000
765,POI064,덕수궁길·정동길,2024-04-16 04:00,여유,900,1000
766,POI064,덕수궁길·정동길,2024-04-16 05:00,여유,900,1000
767,POI064,덕수궁길·정동길,2024-04-16 06:00,여유,900,1000
768,POI065,방배역 먹자골목,2024-04-15 19:00,붐빔,1500,2000
769,POI065,방배역 먹자골목,2024-04-15 20:00,약간 붐빔,1000,1500
770,POI065,방배역 먹자골목,2024-04-15 21:00,보통,1000,1500
771,POI065,방배역 먹자골목,2024-04-15 22:00,보통,700,800
772,POI065,방배역 먹자골목,2024-04-15 23:00,여유,500,600
773,POI065,방배역 먹자골목,2024-04-16 00:00,여유,400,500
774,POI065,방배역 먹자골목,2024-04-16 01:00,여유,200,300
775,POI065,방배역 먹자골목,2024-04-16 02:00,여유,200,300
776,POI065,방배역 먹자골목,2024-04-16 03:00,여유,200,300
777,POI065,방배역 먹자골목,2024-04-16 04:00,여유,100,200
778,POI065,방배역 먹자골목,2024-04-16 05:00,여유,100,200
779,POI065,방배역 먹자골목,2024-04-16 06:00,여유,200,300
780,POI066,북촌한옥마을,2024-04-15 19:00,여유,10000,12000
781,POI066,북촌한옥마을,2024-04-15 20:00,여유,9500,10000
782,POI066,북촌한옥마을,2024-04-15 21:00,여유,8000,8500
783,POI066,북촌한옥마을,2024-04-15 22:00,여유,7000,7500
784,POI066,북촌한옥마을,2024-04-15 23:00,여유,6000,6500
785,POI066,북촌한옥마을,2024-04-16 00:00,여유,5500,6000
786,POI066,북촌한옥마을,2024-04-16 01:00,여유,5500,6000
787,POI066,북촌한옥마을,2024-04-16 02:00,여유,5000,5500
788,POI066,북촌한옥마을,2024-04-16 03:00,여유,5000,5500
789,POI066,북촌한옥마을,2024-04-16 04:00,여유,5000,5500
790,POI066,북촌한옥마을,2024-04-16 05:00,여유,5000,5500
791,POI066,북촌한옥마을,2024-04-16 06:00,여유,5500,6000
792,POI067,서촌,2024-04-15 19:00,보통,12000,14000
793,POI067,서촌,2024-04-15 20:00,보통,12000,14000
794,POI067,서촌,2024-04-15 21:00,여유,12000,14000
795,POI067,서촌,2024-04-15 22:00,여유,10000,12000
796,POI067,서촌,2024-04-15 23:00,여유,10000,12000
797,POI067,서촌,2024-04-16 00:00,여유,10000,12000
798,POI067,서촌,2024-04-16 01:00,여유,10000,12000
799,POI067,서촌,2024-04-16 02:00,여유,10000,12000
800,POI067,서촌,2024-04-16 03:00,여유,10000,12000
801,POI067,서촌,2024-04-16 04:00,여유,10000,12000
802,POI067,서촌,2024-04-16 05:00,여유,10000,12000
803,POI067,서촌,2024-04-16 06:00,여유,10000,12000
804,POI068,성수카페거리,2024-04-15 19:00,약간 붐빔,28000,30000
805,POI068,성수카페거리,2024-04-15 20:00,보통,24000,26000
806,POI068,성수카페거리,2024-04-15 21:00,여유,18000,20000
807,POI068,성수카페거리,2024-04-15 22:00,여유,14000,16000
808,POI068,성수카페거리,2024-04-15 23:00,여유,12000,14000
809,POI068,성수카페거리,2024-04-16 00:00,여유,10000,12000
810,POI068,성수카페거리,2024-04-16 01:00,여유,9000,9500
811,POI068,성수카페거리,2024-04-16 02:00,여유,8000,8500
812,POI068,성수카페거리,2024-04-16 03:00,여유,7500,8000
813,POI068,성수카페거리,2024-04-16 04:00,여유,7500,8000
814,POI068,성수카페거리,2024-04-16 05:00,여유,7500,8000
815,POI068,성수카페거리,2024-04-16 06:00,여유,7000,7500
816,POI069,수유리 먹자골목,2024-04-15 19:00,보통,4500,5000
817,POI069,수유리 먹자골목,2024-04-15 20:00,보통,4500,5000
818,POI069,수유리 먹자골목,2024-04-15 21:00,보통,4500,5000
819,POI069,수유리 먹자골목,2024-04-15 22:00,여유,4500,5000
820,POI069,수유리 먹자골목,2024-04-15 23:00,여유,4000,4500
821,POI069,수유리 먹자골목,2024-04-16 00:00,여유,4000,4500
822,POI069,수유리 먹자골목,2024-04-16 01:00,여유,4000,4500
823,POI069,수유리 먹자골목,2024-04-16 02:00,여유,3500,4000
824,POI069,수유리 먹자골목,2024-04-16 03:00,여유,3500,4000
825,POI069,수유리 먹자골목,2024-04-16 04:00,여유,3500,4000
826,POI069,수유리 먹자골목,2024-04-16 05:00,여유,3500,4000
827,POI069,수유리 먹자골목,2024-04-16 06:00,여유,3500,4000
828,POI070,쌍문동 맛집거리,2024-04-15 19:00,붐빔,4000,4500
829,POI070,쌍문동 맛집거리,2024-04-15 20:00,붐빔,4000,4500
830,POI070,쌍문동 맛집거리,2024-04-15 21:00,약간 붐빔,3500,4000
831,POI070,쌍문동 맛집거리,2024-04-15 22:00,보통,3000,3500
832,POI070,쌍문동 맛집거리,2024-04-15 23:00,보통,3000,3500
833,POI070,쌍문동 맛집거리,2024-04-16 00:00,여유,2500,3000
834,POI070,쌍문동 맛집거리,2024-04-16 01:00,여유,2000,2500
